UE0,UE1,UE2,UE3,UE4,UE5,UE6,UE7,SelUE0,SelUE1,SelUE2,SelUE3,SelUE4,SelUE5,SelUE6,SelUE7
19.257515405416164,18.266747274614378,18.895766203313716,22.22579339512016,14.657806720318227,15.485128693643336,14.376690698571387,21.504136451241553,0,0,0,1,0,0,0,0
30.033743235922238,13.778051266739187,15.17948183801308,14.7161928472418,3.7494962780209966,9.349224990504917,9.841721570872876,22.453482753878156,1,0,0,0,0,0,0,0
12.741047019617877,19.83985701373548,12.059880715114005,17.229589576066154,17.87845578733482,23.55622640754964,13.344787819529289,7.032194943781203,0,0,0,0,0,1,0,0
31.119534938321966,26.83598400258399,17.387931707524036,20.295443547344373,12.167100701138098,9.366099331500063,20.230405451036276,24.25254049168845,1,0,0,0,0,0,0,0
11.025364123976193,21.713101127869677,14.557832763234789,18.006619713133478,17.044947190315266,28.103895550235034,23.09375318198895,17.402288403711598,0,0,0,0,0,1,0,0
24.00007696173764,25.22264689754294,19.58579678330889,11.395028113165758,14.523709171870333,27.228128703227092,30.308265450867037,10.260985645249782,0,0,0,0,0,0,1,0
-3.6282077968660214,17.29440525696749,9.593714362921627,16.9715786697444,13.302113524801358,25.57588149160885,11.764218958662473,20.09963866989068,0,0,0,0,0,1,0,0
13.286949779249538,22.620448745785637,6.043065781902389,10.898188532442187,14.8966931678587,8.201547309016226,21.106226270176318,13.005060114764635,0,1,0,0,0,0,0,0
20.10285975958481,19.19159451315628,21.344255678948034,9.345544441813818,29.397037872853254,17.642785308910454,26.136542850079927,15.791502635989987,0,0,0,0,1,0,0,0
10.14958967141765,22.602957995851046,9.39218863824156,10.145086457653221,10.647928655956747,15.30851937152436,25.055506875357246,9.14929678386067,0,0,0,0,0,0,1,0
23.890117728812037,-7.050917873106339,26.298928584409467,9.745938112710128,23.8388905752622,16.688806511128508,20.843284516604697,15.866799460517315,0,0,1,0,0,0,0,0
10.847095314116515,24.554979276847895,23.00159443574044,11.131221866815856,9.141223120293622,25.179490858397713,32.0254882709721,11.319249759761673,0,0,0,0,0,0,1,0
17.800570655250926,2.8173097086274463,11.701554356867538,19.36831235095113,15.7868373119449,12.561761820160681,31.83847612693933,10.797139268506385,0,0,0,0,0,0,1,0
3.636889913921299,1.5306859356514328,17.363810051512733,12.979005197560717,19.11757711571768,7.688626770755102,29.555631730867994,28.23437913225288,0,0,0,0,0,0,1,0
30.408561910181206,19.431535346117727,19.972268073876375,10.188423346962859,15.936739029910608,21.630092249717286,28.18639036739433,21.35053411276772,1,0,0,0,0,0,0,0
14.28345932255924,6.149227572230531,7.819175709650365,25.268483941675427,29.36964251027314,25.97497757954153,5.634539403897659,30.645998678278165,0,0,0,0,0,0,0,1
21.86168891531311,12.577977936831939,24.22526637783887,15.254709237389834,22.62767833347375,30.097640216174376,28.000042027485886,12.50366561935527,0,0,0,0,0,1,0,0
19.638530519777767,11.86047141063401,15.31732799527212,19.86344771287023,22.572337189376487,17.15671125822489,25.320908411135846,0.8028285937379781,0,0,0,0,0,0,1,0
26.099995614871794,26.179358348388682,10.52446409072937,16.542331281874606,23.092972545800706,21.308086161882592,20.752548191468453,17.58986344617717,0,1,0,0,0,0,0,0
26.223505374233362,14.942670174563057,13.790847834962698,26.07026783960087,16.676934932951365,26.325530242564344,15.097450476018297,13.319212842579226,0,0,0,0,0,1,0,0
14.222297126826906,2.2821929575530637,10.864786780992404,21.720975574467705,22.57687122397727,21.253347480366827,21.521649514535603,24.27558303043064,0,0,0,0,0,0,0,1
25.4693855452437,19.460949010940165,19.103994488820668,19.359857092473376,15.632795303139916,11.162173410429624,5.708582131977472,17.279382180360404,1,0,0,0,0,0,0,0
5.898934704891515,15.806005489465978,13.700351315018926,15.937726069707857,24.377882924834125,9.888450242306162,17.109705211636385,10.577878638646354,0,0,0,0,1,0,0,0
1.6564958184709444,19.26007568388904,26.695754840214878,19.524440570926885,12.329693731960365,27.141644430556134,16.560147862098894,17.924529964276278,0,0,0,0,0,1,0,0
12.854937155663432,20.535215092110526,16.171342076341723,27.69006976331965,4.942403724054699,21.623837984091068,8.01596355194613,21.770803966971968,0,0,0,1,0,0,0,0
-7.1132038802019135,6.929985338749002,26.194433047216442,24.02731130583519,9.149120827319168,14.950638543355428,17.283949235515614,-0.6773685394977187,0,0,1,0,0,0,0,0
21.657379107979388,16.028389693831777,25.21624958695313,19.18636368247608,2.758198073162672,22.025259132565523,21.976478134589513,29.289309851940686,0,0,0,0,0,0,0,1
21.428413723460995,20.135777228788662,6.099915540068498,9.768869522271244,18.27447391445029,4.985292794128389,14.144165145819002,12.472578578420304,1,0,0,0,0,0,0,0
28.183122351518463,18.620621082069853,17.981548161089332,24.062360471975772,22.582177996805125,27.374081803042735,7.444723725730941,24.140827572039143,1,0,0,0,0,0,0,0
23.273751051356655,32.66875652524517,8.300916263680778,15.80679865729435,13.307422018414172,26.34744269418961,18.674548675330488,26.684912496603914,0,1,0,0,0,0,0,0
4.835847083629217,7.738581004094373,22.928502743277875,8.972660773917084,9.437553447974155,21.69581025954482,30.7856202403191,23.857656257221276,0,0,0,0,0,0,1,0
26.49617306224842,14.467281704416902,20.06542346631276,7.830826969432114,13.837255717221721,19.55999663323211,18.691874190440668,19.286594527192204,1,0,0,0,0,0,0,0
16.39149912786836,17.674473450715425,12.088064190406252,14.365241342452986,20.80532467767489,15.355083248142012,6.791950637569536,-1.4956440516980096,0,0,0,0,1,0,0,0
1.8497716977660588,8.534754513269663,26.891949263269463,19.424428356245258,7.837308309524495,2.795282896720754,14.267669357442305,1.6669980112996399,0,0,1,0,0,0,0,0
11.27437594089133,3.455617335268158,23.733262922149603,24.607458754566046,7.530344492175651,14.345261206019412,26.01463945928961,18.45513169542247,0,0,0,0,0,0,1,0
24.26861959725811,18.96109607265592,6.383812668357876,14.968910528800777,26.50433976495483,20.204798805246917,9.614888572905416,20.632211123282715,0,0,0,0,1,0,0,0
22.066746259535304,14.987313335256164,31.721867992522572,20.749389695738046,15.646903961285277,14.837561793635103,18.132788953801303,9.631344528594157,0,0,1,0,0,0,0,0
-5.0809928551074846,17.793746577577036,14.63466273118929,21.6951804683049,27.822880596837685,20.65863215719856,15.65320398169389,21.715509385614276,0,0,0,0,1,0,0,0
15.252329449219975,-0.7126124197850059,11.76752485768138,13.87228286748883,18.385563137033756,24.42944530368718,23.218111427155,12.01670797225102,0,0,0,0,0,1,0,0
18.82880595419521,14.85957989087938,14.676764123874461,20.010536073812183,0.21701818314335275,19.518200600225796,11.897808262505373,11.823271498398071,0,0,0,1,0,0,0,0
16.041126806899488,8.025610254154422,23.18929200856994,17.974888535078506,25.80980303434666,6.95858804453072,21.28010893955971,26.62992716838362,0,0,0,0,0,0,0,1
14.042053738799634,30.218896036156835,29.154580880372514,10.886611360151015,4.0170226258695205,20.768742438346383,28.652586911818176,11.165428237539615,0,1,0,0,0,0,0,0
20.88260149463531,5.531279800378338,8.890419372420224,25.36774726947162,13.527834501713746,8.78243621444575,1.9493662535315996,16.650715544454762,0,0,0,1,0,0,0,0
19.253132164050516,11.329263809348708,21.246032432511335,-5.761202014386415,24.270090969410454,22.218467676296846,14.31413621290653,23.871830140928836,0,0,0,0,1,0,0,0
14.27422407927698,15.2706919133771,13.653649031037098,30.353491012167538,14.390151826828761,17.314355387336946,18.089910052457217,7.838657366201486,0,0,0,1,0,0,0,0
19.428005154357024,18.447237667253166,21.948156485610188,29.442475140433398,19.06647697455187,22.56069398773416,-1.1166878107923937,17.004381723057698,0,0,0,1,0,0,0,0
28.692513132545763,17.74855092397399,23.0281982614216,14.550294504402459,32.21010791050817,14.309699845981497,21.547697108318978,24.732904449290857,0,0,0,0,1,0,0,0
23.037003520344136,18.683299043550296,12.788163668298838,21.882869383259568,21.741285254330084,22.190179350006854,17.42704754826451,27.34548637471482,0,0,0,0,0,0,0,1
12.51952354862011,-2.2776348784528326,14.160229289913902,25.452295114425585,12.63315471555533,21.437625127713822,11.981466640836992,8.594761823740942,0,0,0,1,0,0,0,0
28.052030661371266,16.074676658868462,16.678449606546955,10.762987488259832,14.011545906456842,23.94434251898752,21.684073842574744,7.509407421612283,1,0,0,0,0,0,0,0
19.974333864531356,12.868079610875522,-3.5126754556356143,19.013054689522285,12.005075325220746,34.03424744655847,12.28407906807428,13.683830043988308,0,0,0,0,0,1,0,0
3.5575512998250347,13.58594425819929,15.88778927288671,25.59458269974993,16.857476660433445,11.355306858095934,14.605932652229516,28.35528172383988,0,0,0,0,0,0,0,1
18.674389881437158,8.45725773277355,21.01245529279604,16.054920704319176,19.964042516393036,24.864292728859503,19.95994132306978,0.8545507372060261,0,0,0,0,0,1,0,0
7.474921661540846,19.087294523978557,26.895212575831422,25.75689197751307,27.818966031502125,16.71492108694001,25.33297251297352,16.290807659803818,0,0,0,0,1,0,0,0
8.902258896127165,11.637300482665028,13.531006113970962,19.05282257311744,16.052153368014384,14.645910512006406,20.60456361792533,25.546665838443538,0,0,0,0,0,0,0,1
11.409667201347078,19.92315358260144,30.937541366515315,15.99433907940121,17.693859404713667,29.068896560166845,-1.473202876798255,7.720948635113864,0,0,1,0,0,0,0,0
28.020919982083768,26.046409597830568,9.339961793532964,23.427244855138632,15.959700367444933,21.99712275005072,16.327602517984616,25.72413808910271,1,0,0,0,0,0,0,0
27.603346908260118,2.243332167420318,24.086069799812503,23.36826255255414,15.124478164842545,16.866717435325754,17.89209719802662,29.2103772863575,0,0,0,0,0,0,0,1
21.95795134346339,3.3425024109210764,13.105427166772436,28.950824935350525,4.4950547478462894,6.1085093740378325,29.450029841055443,11.20853662574284,0,0,0,0,0,0,1,0
25.11473684553403,16.015650005714093,13.616655687609837,15.306535057378031,11.05694998885548,13.937815482372361,15.25108190926341,23.195328267233464,1,0,0,0,0,0,0,0
13.069028665695086,29.064662673667456,10.874414097981774,19.72944706571141,31.395874577606474,15.022988711021753,18.282592642213285,23.58720423133697,0,0,0,0,1,0,0,0
29.138268245156098,29.18943580493267,11.461793130706104,23.272927153604144,16.385609585449256,21.52376191367957,9.280655361711133,9.913992899963425,0,1,0,0,0,0,0,0
-0.3305281504771896,17.514290956924892,14.764487662913513,20.92702662910066,31.425834830988,24.282722557738417,27.582206147211842,28.4917149841146,0,0,0,0,1,0,0,0
12.954159076620472,9.684435336768933,0.8017700242638217,6.19385224969092,32.26751785800572,13.707641492539954,19.877838439032466,18.248203214973543,0,0,0,0,1,0,0,0
19.443197333288783,25.294169386963773,-0.025672562844217022,-0.2673888699974891,13.559394926153534,16.916702006635965,24.96360591779123,19.338036883373636,0,1,0,0,0,0,0,0
26.53519610296655,6.348201687864466,0.7255194591622534,14.457889247127202,14.066347811722702,19.679645291698193,13.618002745220627,8.200869494589991,1,0,0,0,0,0,0,0
14.66676094787873,21.010310781567934,16.79091286448409,19.83209497731974,22.61694688227572,14.981634106191956,20.512964439999074,17.187655872013668,0,0,0,0,1,0,0,0
16.649306582801284,28.34242057084563,22.51731456232055,7.430519092625705,7.511093802806704,23.472390571836875,12.419562545386913,14.105520693093965,0,1,0,0,0,0,0,0
31.899023219040213,-3.672338277895866,16.99314044873767,22.877557744260564,1.1886504189842733,18.68953078528672,2.984880353837866,24.816292150915373,1,0,0,0,0,0,0,0
27.31734565331355,23.91310313228435,7.688702633009269,15.232208715030533,18.084853747668767,7.180266121047834,-5.435986761110087,18.729553333798506,1,0,0,0,0,0,0,0
21.629561920895256,2.4100046590035356,10.810237509640137,4.5500082199197704,19.405713136454416,28.51127126100208,27.602638942337286,22.264839483836568,0,0,0,0,0,1,0,0
4.5505627741172985,25.002726916636703,30.832061774729368,19.308567645549488,21.687866545040592,19.126774900156075,12.762191259039671,23.466105294719334,0,0,1,0,0,0,0,0
13.965096184930552,25.045927108041983,23.45111991575426,14.74778319238852,16.80726990749098,24.148902674733883,18.988565243308916,6.162663888159142,0,1,0,0,0,0,0,0
27.743615227252874,24.886027812420547,24.952691073039382,4.293472093000284,14.669049285230624,27.859200189181855,21.701153897203188,19.679911732160598,0,0,0,0,0,1,0,0
12.673252822149996,12.2372776764858,28.33741055863483,18.23230532703985,-0.4223918565856588,20.78598679685937,12.00807808967876,28.681565360010946,0,0,0,0,0,0,0,1
29.770108068373105,1.5892535379807458,12.077051253673774,27.143437507721963,9.831222718937939,16.114984129563577,-3.1743717333183397,21.50542938432491,1,0,0,0,0,0,0,0
25.611316633415058,31.55049755252264,21.898037879994888,15.7210401154625,16.55436449601264,15.098946684887629,17.450126378481528,19.735214924865407,0,1,0,0,0,0,0,0
26.367624307076195,7.839408998379287,11.508139285268388,30.868856832253925,-0.8915622848846259,23.92188424129501,20.89859029979305,11.292398673317763,0,0,0,1,0,0,0,0
21.171828954009886,19.955814832716186,19.012889237856463,15.104364989647209,16.06932354998679,20.14124616817344,19.677567223022542,14.148316986619117,1,0,0,0,0,0,0,0
19.977496084700217,17.849457190517796,27.017121221755556,22.510805978811412,17.328616720887023,13.540087676217361,15.869834477708181,18.323088209573225,0,0,1,0,0,0,0,0
19.805763929695765,17.696987619504608,22.99262229013764,20.54632795952657,19.34715139281288,0.8621055168020177,-11.27680061928097,12.544010333119136,0,0,1,0,0,0,0,0
6.272105167923836,20.540485741792022,27.03561744672566,14.989100585455919,28.14793718445515,9.681899058963058,21.72278795247921,9.597636481770124,0,0,0,0,1,0,0,0
11.738760105794183,35.962916319317905,4.311100259500672,31.05074040166306,8.109767067489708,9.71820451003089,30.407596049978316,22.748619077260802,0,1,0,0,0,0,0,0
16.034586353772536,29.008732616418005,18.890862904938636,31.86362833088101,17.834614052973613,9.835865854382561,6.197425837634317,25.241036112258968,0,0,0,1,0,0,0,0
17.158957140170024,10.358459732348312,25.908535956227617,27.55185825889006,28.827567898181414,15.069985126255048,17.84292439155244,5.634706887194103,0,0,0,0,1,0,0,0
24.736710574255326,24.90028662228207,12.620808297124624,21.178955005325776,0.7725376362910631,31.86675480533723,22.20735571770212,12.906597663550748,0,0,0,0,0,1,0,0
14.134251635760048,8.221281492721156,9.305915919601299,17.24678956740727,8.417550421194926,26.01742066643694,17.78626124317101,6.308834639041598,0,0,0,0,0,1,0,0
