0,1,2
144.95411615711836,139.07292776398057,144.19691823444714
146.80538283309025,147.0192411707919,134.9209245061079
140.15864853855422,145.15585314168686,137.43297080335245
135.1027018365101,140.49047646831744,142.53158492996513
149.53077696668927,149.72016732769353,139.445105934204
139.46405692101158,136.5411071604007,144.45494955520755
145.3278129921615,166.34312922348175,146.74214726535297
139.4793400913539,144.8727039903176,136.8494948434909
138.47006528398265,143.66212141586755,145.1930815715509
139.59678874766706,133.69507096719198,137.2718252880717
148.13462003251806,136.78268512473926,139.0817572691111
141.15190441119955,139.2966693165173,142.75869239173798
146.3348577579888,134.49951980976743,137.3052841015187
135.35308390841328,134.39415426673287,143.89065701296306
144.21537378309083,135.1515834628434,136.06250697999897
154.2380785278673,140.5604879136114,141.61618149610914
144.1473101433507,135.1756592022534,135.23776514421317
145.34153755041623,142.92267757558707,142.81172925946802
141.6898738308919,148.22892752829787,139.1301903903232
147.57199308462862,138.99721161985016,134.52731639388097
147.22128446302082,144.8605142007709,137.2056584468947
141.16795229109587,135.15603852913134,161.10654784635713
147.90541017558007,145.26037819940188,134.166998166094
138.469600375241,147.0910139514854,133.62424155991215
148.53091327139194,135.67251344249604,139.04470980127758
144.40815547518991,140.3438239935769,136.7403895480621
147.63844549626378,140.26375903702623,142.81318721333867
142.85266542244725,145.0012537475282,135.43129113241332
134.93697876736962,137.770861993949,138.8661005631206
137.64272139807795,151.53301196202804,139.24828501985294
133.88240722488277,141.45329716595168,140.6139260365233
147.23368379252514,148.38258061694225,139.25157294764557
142.9627555063627,143.47932401137732,143.85287833657986
145.08035236825486,138.44098725952188,141.83376171066047
135.41476859987557,140.3339324594915,141.7170657203893
146.67647751569064,143.70474255833759,134.00962204486663
145.0003269709827,136.41103280026996,137.28670155444956
137.07234332775118,138.2532082514132,143.26152537075936
140.2497368078053,139.38422362607977,140.4640419313799
149.7516470345501,141.68089761582385,168.97397378767727
145.57153016773873,137.91134157400813,142.74443798768175
150.0131883212612,138.43656028048505,146.0667717698879
138.81803494709018,136.18243794673126,138.6982006386027
141.11902829409598,135.96598710713948,147.7301964147927
134.62228389853072,136.92286675224113,144.69014216572978
132.0397815968829,139.3670000971346,146.4781125916677
136.18837866577056,144.13182337139807,140.84925710241933
138.60926063547487,138.2960269368442,150.79088507790615
149.03819379313404,146.1087624508221,141.07043950866776
137.17653979183632,135.4451037282575,137.5569540830756
145.23724952692893,140.28026336845699,146.8929020511502
147.21745383870316,150.1068166515912,141.33311190798938
148.75963219045317,134.49483393020333,148.2120499387292
134.04069096993254,142.6267126875974,143.13932340978616
148.35910417059733,140.24812135633925,148.88802307120935
152.18873857494455,139.55166193240717,141.08474327307152
146.05291649154648,145.2786470335955,140.47108018434324
136.5475399517025,145.03412543437014,144.83515278147172
151.3903337774601,143.21621339591064,144.22595510346727
132.29659758677752,141.47283587477594,142.892680063155
135.38275371002712,141.27283200328952,147.48666675458202
140.7087416725997,143.04212151047273,143.4680591836791
138.3990706741627,139.76552098914257,137.6982309441054
159.1189591416047,134.85814420997582,137.55845328311122
136.27897784150798,141.14086427575984,148.96305930680245
134.91947891001288,138.7909798897928,144.66386125876028
144.87113064851252,137.43230444249295,146.5929850979622
131.84587841629528,147.09738292510121,141.28063097093585
149.9305113700207,144.01891140716444,144.60034436723396
134.0135115519884,137.08311834725296,139.55168401212805
152.62541773743874,144.9119042217578,139.69840363702718
144.7069128781439,147.97655193612044,143.25033437737383
144.53966034468277,140.24733141285054,157.11897190462244
141.6158945286749,138.25734259014806,138.80393962252336
141.64687152742684,139.45313184263495,150.67076884452965
140.82235340241704,138.0618963891255,146.29819462728256
139.83948978868392,141.46217827249816,143.6307783130675
139.0791976179989,136.13951313100563,145.30068011072163
139.77771985599148,138.0100696215113,148.2256627883006
147.1320750564921,147.81618684543534,142.99832727469055
137.63432207530116,142.15216254233107,140.68208401908979
137.29382141757347,146.9715928287589,143.104956253864
135.47176880516736,140.45863441251035,142.8546203535039
150.77929201651028,143.93931954259673,145.0359492199919
139.9383707165469,133.73313563781505,140.1883305325153
140.0220462333217,141.6186990476546,137.04189310556131
140.84334565502,143.54057337185242,138.42545179086508
141.24880876669954,136.44596290757673,132.1157785038324
141.9077035774157,138.47092130947286,134.9414140536636
145.376646098978,138.11717151620252,143.60882551894193
140.33105212141416,145.57515121872868,143.81724822340016
139.17575537594834,141.6963289602965,142.71849091577565
138.02036000453043,139.30126984188644,147.85920077879575
140.55673400618187,147.84599633666383,138.21158848297088
151.18199323986804,146.45351411843643,140.56267458321514
163.86146757253638,133.21356999048183,145.5289071476497
139.0137826850817,140.25896519336374,136.3807778550503
137.85799082357886,138.107116925719,146.6612634250941
136.92111844379295,138.2930826111382,139.73232265694077
146.3459000999738,135.76830971258443,149.58499287272005
137.11520591415442,136.81122122642319,137.72626298243242
149.90625075911447,142.52180501985995,140.39068562354774
138.4881685276188,143.1805017091702,148.59377627497852
144.18379718589844,145.00073337748415,136.86373021604962
146.27720822502073,142.76361737336882,161.19460107140063
146.61381083225598,139.52593780423103,145.9058438860648
144.1179375320144,145.00638090504253,144.08799511340234
142.83332946530095,152.04710398071134,144.1277080054902
143.8089193514847,146.31791824458057,147.64603315832971
138.61595544349123,137.97851455663744,138.77678764796622
144.0160902768709,140.78838407494402,143.19025413287022
144.20757158475578,138.9725459468406,139.87640602613155
141.4875288535355,140.51991605314564,145.8790339071924
138.25209564902642,142.07433459079206,146.8268912249065
135.74014750688443,140.69254538645626,143.4426466676747
142.8585474220857,150.694489475433,146.795615023501
145.3008623007849,134.95829149955838,144.96024740890527
135.6888358123547,147.78563176075232,147.82152336091497
147.97534380840432,144.455176101475,142.58700646383969
137.5673101882058,143.90175970283897,144.51076932704711
132.21809892568862,139.7859668912291,153.8868292364045
152.38956814125532,139.2737785824241,143.33968947240106
144.95985288718134,137.77807742165254,145.4702540168569
133.65870649586927,147.63893179136906,146.2262909653409
138.70890350837655,141.42686506468792,142.44885713409076
147.7640558528752,140.77883301120195,137.62142979603433
139.81154063755702,146.9436104607309,153.7281725965697
150.79775576188294,142.07992950845485,149.49513440056455
